1246372044218199862395.jpg,8
1246372044218199862396.jpg,0
1246372044218199862397.jpg,4
1246372044218199862398.jpg,-350
1246372044218199862399.jpg,3.2
1246372168218199862395.jpg,C
1246372168218199862396.jpg,B
1246372168218199862397.jpg,C
1246372168218199862398.jpg,B
1246372168218199862399.jpg,A
1246370464218199862391.jpg,与距离平方成反比
12463704642181998623910.jpg,5
1246370464218199862392.jpg,由太阳到行星的矢径，在相等时间内扫过的面积相等
1246370464218199862393.jpg,1:1
1246370464218199862394.jpg,汤姆逊（J.J.汤姆逊）
1246370474218199862391.jpg,C
12463704742181998623910.jpg,C
1246370474218199862392.jpg,B
1246370474218199862393.jpg,D
1246370474218199862394.jpg,A
1246370464218199862395.jpg,0.0000129
1246370464218199862396.jpg,奥斯特
1246370464218199862397.jpg,11
1246370464218199862398.jpg,48.75
1246370464218199862399.jpg,I/8
1246370474218199862395.jpg,D
1246370474218199862396.jpg,B
1246370474218199862397.jpg,C
1246370474218199862398.jpg,D
1246370474218199862399.jpg,A
123561296021819930973.jpg,C
123561284021819930971.jpg,C
1235614800218199309719.jpg,A
1235614336218199309727.jpg,A
123561294421819930974.jpg,C
1235613104218199309724.jpg,D
1235613104218199309710.jpg,B
123561476821819930977.jpg,B
123561303221819930979.jpg,D
122848592021819930974.jpg,A
123561297121819930976.jpg,D
1235613301218199309713.jpg,B
1235612923218199309723.jpg,C
1235614336218199309738.jpg,A
1235613086218199309711.jpg,C
1235613016218199309721.jpg,E
1235612860218199309717.jpg,B
1235613301218199309714.jpg,C
1235614800218199309718.jpg,C
123561476821819930976.jpg,B
123561308621819930979.jpg,C
1235614336218199309730.jpg,D
123561310421819930978.jpg,A
1235614336218199309737.jpg,D
1235614336218199309735.jpg,D
124701926121819930972.jpg,1.4
124281142321819930974.jpg,2
125452770321819930976.jpg,2.4
1254527703218199309710.jpg,2
125452785821819930971.jpg,1.8
125452773121819930975.jpg,3.67
124736285721819930979.jpg,2.40
124281142321819930971.jpg,0.07
1235614336218199309736.jpg,C
123561308621819930973.jpg,B
1235613104218199309723.jpg,D
123561308621819930977.jpg,A
1235613104218199309734.jpg,D
1235613104218199309726.jpg,A
1235613104218199309731.jpg,E
124280317621819930974.jpg,0.03
1254527534218199309711.jpg,1.05
1235613104218199309719.jpg,C
1235613104218199309715.jpg,C
1235613104218199309718.jpg,D
123561310421819930977.jpg,A
123561311621819930975.jpg,E
123561307521819930971.jpg,B
125452777521819930977.jpg,1.414
124281807221819930973.jpg,3.14
123561296021819930972.jpg,B
123561284021819930972.jpg,C
1235614606218199309721.jpg,D
125452773121819930979.jpg,6.0
123561294421819930971.jpg,C
1235613104218199309724.jpg,D
1235613104218199309710.jpg,B
123561476821819930977.jpg,B
123561303221819930979.jpg,D
124281716521819930972.jpg,0.1
122812285621819930975.jpg,D
1235613301218199309713.jpg,B
1235612923218199309723.jpg,C
1235614336218199309738.jpg,A
1235613086218199309711.jpg,C
1235613016218199309721.jpg,E
1235612860218199309717.jpg,B
1235613301218199309714.jpg,C
124736285721819930978.jpg,3.14
123561476821819930976.jpg,B
123561308621819930979.jpg,C
1235614336218199309730.jpg,D
123561310421819930978.jpg,A
1235614336218199309737.jpg,D
1235614336218199309735.jpg,D
1242817165218199309710.jpg,7.1
124281142321819930974.jpg,2
125452770321819930976.jpg,2.4
125452777521819930976.jpg,2.00
125452785821819930971.jpg,1.8
125452773121819930975.jpg,3.67
124736285721819930979.jpg,2.40
123561284021819930971.jpg,C
1235614336218199309736.jpg,C
123561308621819930973.jpg,B
1235613104218199309723.jpg,D
123561308621819930977.jpg,A
1235613104218199309734.jpg,D
1235613104218199309726.jpg,A
1235613104218199309731.jpg,E
1247019274218199309712.jpg,6.95
125452753421819930972.jpg,1.67
1235613104218199309719.jpg,C
1235613104218199309714.jpg,D
1235613104218199309718.jpg,D
123561310421819930977.jpg,A
123561311621819930975.jpg,E
123561307521819930971.jpg,B
125452777521819930977.jpg,1.414
124281807221819930972.jpg,6.28
12281238282181993097114.jpg,A
124281522321819930979.jpg,1.49
1242815223218199309712.jpg,9.0
12356131522181993097127.jpg,C
124278427521819930973.jpg,9.3
12356131522181993097110.jpg,B
1235613379218199309730.jpg,C
12356133962181993097132.jpg,D
1235613379218199309734.jpg,C
1235613379218199309712.jpg,B
123561337921819930979.jpg,A
124290441321819930973.jpg,24
1235613334218199309711.jpg,A
1242811534218199309710.jpg,1.6
124281193121819930976.jpg,8.27
123561333421819930974.jpg,D
1235614109218199309718.jpg,B
1235614109218199309713.jpg,B
1235614109218199309716.jpg,D
123561410921819930975.jpg,A
123561410921819930976.jpg,C
1235613472218199309738.jpg,C
1235613460218199309740.jpg,A
123561330221819930979.jpg,A
123561330121819930974.jpg,B
1235613472218199309732.jpg,B
1235613460218199309741.jpg,D
1235613460218199309743.jpg,A
1235613450218199309727.jpg,A
123561345021819930971.jpg,D
1235613450218199309710.jpg,B
12356140112181993097065.jpg,C
124290298021819930973.jpg,12
123561345021819930973.jpg,C
12356140112181993097062.jpg,C
124290296421819930974.jpg,0.5
12356132672181993097100.jpg,A
1235613450218199309721.jpg,A
1235613460218199309745.jpg,D
124290294821819930972.jpg,42.3
12356132542181993097033.jpg,D
124290294821819930976.jpg,6.08
124290296421819930976.jpg,100
124290293621819930976.jpg,16.7
12356132412181993097005.jpg,C
12356132422181993097018.jpg,D
1242784275218199309712.jpg,0
12356132412181993097012.jpg,B
12356132422181993097020.jpg,D
124281158921819930978.jpg,0.75
124290293621819930974.jpg,45.3
124290296421819930973.jpg,16
1242811647218199309710.jpg,2.5
12387243151222056161000.jpg,C
1242815223218199309710.jpg,0.32
1242814356218199309711.jpg,0.5
124290441321819930971.jpg,2
124290441321819930978.jpg,-3.46
124278427521819930975.jpg,－9.3
124281153421819930975.jpg,1.2
124686255021819930972.jpg,3.24
12356132422181993097017.jpg,C
12356132412181993097011.jpg,D
124686256121819930972.jpg,2.355
1235613242218199309734.jpg,D
12356132412181993097003.jpg,C
12356132412181993097007.jpg,C
124290293621819930975.jpg,45.9
124290293621819930971.jpg,40.1
124290293621819930972.jpg,40.0
12356132422181993097029.jpg,A
12356132542181993097044.jpg,A
124290294821819930975.jpg,16.17
124290294821819930971.jpg,618
1235613450218199309713.jpg,C
12356139972181993097050.jpg,B
1235614109218199309718.jpg,B
1235614109218199309713.jpg,B
1235614109218199309716.jpg,D
123561410921819930975.jpg,A
123561410921819930976.jpg,C
1235613472218199309738.jpg,C
1235613460218199309740.jpg,A
123561330221819930979.jpg,A
123561330121819930974.jpg,B
1235613472218199309732.jpg,B
1235613460218199309741.jpg,D
1235613460218199309743.jpg,A
1235613450218199309727.jpg,A
123561345021819930971.jpg,D
1235613450218199309710.jpg,B
12356140112181993097065.jpg,C
124290298021819930973.jpg,12
123561345021819930973.jpg,C
12356140112181993097062.jpg,C
124290296421819930974.jpg,0.5
12356132672181993097100.jpg,A
1235613450218199309721.jpg,A
1235613460218199309745.jpg,D
124290294821819930972.jpg,42.3
12356132542181993097033.jpg,D
124290294821819930976.jpg,6.08
124290296421819930976.jpg,100
124290293621819930976.jpg,16.7
12356132412181993097005.jpg,C
12356132422181993097018.jpg,D
1246849301218199309733.jpg,2.22
12356132412181993097012.jpg,B
12356132422181993097020.jpg,D
123561410921819930973.jpg,C
124290293621819930974.jpg,45.3
124290296421819930973.jpg,16
1235613472218199309739.jpg,D
1235614109218199309711.jpg,C
124684621921819930971.jpg,0.99
123561410921819930971.jpg,C
123561410921819930972.jpg,D
123561330121819930971.jpg,A
12356132822181993097081.jpg,C
124701459621819930978.jpg,1243.75
1235613334218199309717.jpg,A
1235613379218199309715.jpg,A
123561476821819930974.jpg,C
125452777521819930979.jpg,0.157
123561303221819930979.jpg,D
123561308621819930973.jpg,B
1235613379218199309722.jpg,D
123561337921819930976.jpg,A
123561337921819930972.jpg,B
1235613334218199309712.jpg,C
124157208621819930975.jpg,8.20
124736267921819930979.jpg,32.5
1254527616218199309712.jpg,0.4
125452770321819930973.jpg,4
125452785821819930971.jpg,1.8
1247457125218199309711.jpg,-252
124281199921819930979.jpg,7.9
1242811931218199309712.jpg,1
124281164721819930978.jpg,1.25
1254527364218199309710.jpg,11.5
123561333421819930972.jpg,D
124281199821819930971.jpg,2
1235612923218199309720.jpg,A
1235614336218199309728.jpg,B
123561294421819930971.jpg,C
1235613104218199309734.jpg,D
1235613379218199309716.jpg,D
1235613379218199309723.jpg,A
12281218752181993097133.jpg,C
123561294421819930974.jpg,C
124281158921819930977.jpg,4
1247362678218199309713.jpg,956.7
125452753421819930977.jpg,1
125452777521819930972.jpg,9
123561308621819930978.jpg,C
124290441321819930975.jpg,5
125452731821819930971.jpg,1
125452773121819930977.jpg,3
124281193121819930978.jpg,2
124281158921819930974.jpg,10.00
1228307238218199309722.jpg,C
1235613317218199309714.jpg,D
123561476821819930971.jpg,D
1235614336218199309734.jpg,B
1235614336218199309742.jpg,D
123561308621819930972.jpg,B
124290441321819930971.jpg,2
1235613379218199309725.jpg,B
1235613334218199309725.jpg,C
1235613104218199309720.jpg,C
1242811998218199309710.jpg,5.6
125452731821819930977.jpg,125
125452753421819930979.jpg,0.71
125452781021819930975.jpg,0.334
1235614800218199309717.jpg,B
1241572086218199309718.jpg,1
125452773121819930971.jpg,2.0
125452753421819930974.jpg,0.4
1241572752218199309721.jpg,4.43
124736285721819930977.jpg,2
12356132422181993097023.jpg,A
12356139972181993097050.jpg,B
123561345021819930973.jpg,C
12356132822181993097084.jpg,C
1235613472218199309737.jpg,D
123561410921819930975.jpg,A
12356132542181993097033.jpg,D
124290298021819930974.jpg,7.07
124701438221819930975.jpg,16.17
124701448921819930979.jpg,18
12356132412181993097009.jpg,A
12356132542181993097043.jpg,A
1235613450218199309716.jpg,C
123561345021819930971.jpg,D
123561330121819930973.jpg,D
1235614109218199309712.jpg,C
12356132822181993097092.jpg,A
124290296421819930972.jpg,2
124684625921819930976.jpg,2
124686255021819930972.jpg,3.24
12356132412181993097001.jpg,C
12356139972181993097054.jpg,B
1235613450218199309721.jpg,A
12356132822181993097092.jpg,A
1235612923218199309728.jpg,C
1235614109218199309719.jpg,C
12356140112181993097063.jpg,D
1247014596218199309711.jpg,18.0
124701438221819930974.jpg,35.28
124684947121819930978.jpg,94.3
12356132422181993097022.jpg,C
12356139972181993097052.jpg,A
123561345021819930977.jpg,D
12356140112181993097062.jpg,C
1235613460218199309745.jpg,D
1235614109218199309719.jpg,C
124290294821819930971.jpg,618
1246849301218199309722.jpg,1.33
124290293621819930976.jpg,16.7
124701459621819930975.jpg,-0.207
12356132422181993097019.jpg,C
1235613450218199309713.jpg,C
1235613450218199309722.jpg,B
12356140112181993097076.jpg,D
124679344321819930976.jpg,1
1235614109218199309717.jpg,A
12356140112181993097065.jpg,C
124684625921819930977.jpg,250.00
1246849301218199309733.jpg,2.22
124701453021819930975.jpg,3.29
12356132422181993097022.jpg,C
12356132422181993097029.jpg,A
123561345021819930977.jpg,D
12356132822181993097085.jpg,D
1235613450218199309718.jpg,C
123561410921819930976.jpg,C
12356132672181993097102.jpg,B
124701448821819930971.jpg,0.003
124290294821819930975.jpg,16.17
124290293621819930976.jpg,16.7
12356132422181993097022.jpg,C
12356139972181993097052.jpg,A
123561345021819930977.jpg,D
12356140112181993097062.jpg,C
1235613460218199309745.jpg,D
1235614109218199309719.jpg,C
124290294821819930971.jpg,618
1246849301218199309722.jpg,1.33
124290293621819930976.jpg,16.7
124701459621819930975.jpg,-0.207
12356131522181993097128.jpg,E
124281522321819930971.jpg,9.0
124281337821819930973.jpg,16
124278427521819930978.jpg,1.44
124281522321819930976.jpg,16.97
12356132422181993097019.jpg,C
1235613450218199309713.jpg,C
1235613450218199309722.jpg,B
12356140112181993097076.jpg,D
124679344321819930976.jpg,1
1235614109218199309717.jpg,A
12356140112181993097065.jpg,C
124684625921819930977.jpg,250.00
1246849301218199309733.jpg,2.22
124701453021819930975.jpg,3.29
12356131522181993097111.jpg,B
12356131522181993097116.jpg,A
1242814356218199309711.jpg,0.5
12356131522181993097122.jpg,A
1242815223218199309710.jpg,0.32
12356132412181993097002.jpg,A
12356132422181993097029.jpg,A
12356132672181993097095.jpg,D
12356132822181993097085.jpg,D
1235613450218199309718.jpg,C
123561410921819930976.jpg,C
124281435621819930973.jpg,793
124701448821819930971.jpg,0.003
124290294821819930975.jpg,16.17
123561330221819930976.jpg,C
12356131522181993097114.jpg,A
124278427521819930976.jpg,3.3
124281337821819930978.jpg,72.85
12356131522181993097126.jpg,B
12356131522181993097106.jpg,C
1235613379218199309715.jpg,A
1235612923218199309726.jpg,B
1235614336218199309727.jpg,A
1235612923218199309724.jpg,A
124281193121819930972.jpg,3.33
124736285721819930979.jpg,2.40
1235613379218199309734.jpg,C
1242811589218199309710.jpg,1.3
1235614800218199309713.jpg,C
1235614800218199309720.jpg,A
123561331721819930976.jpg,A
1235614336218199309728.jpg,B
124736267921819930977.jpg,0.19
1235614336218199309731.jpg,D
123561337921819930977.jpg,A
1235613317218199309716.jpg,E
1235613317218199309711.jpg,B
123561476821819930973.jpg,C
125452773121819930978.jpg,3.0
1235613379218199309732.jpg,C
123561476821819930977.jpg,B
12356133962181993097139.jpg,B
123561337921819930978.jpg,A
1235613301218199309713.jpg,B
1235613379218199309712.jpg,B
124281193121819930972.jpg,3.33
1247362678218199309712.jpg,9.05
1254527616218199309710.jpg,0
125452777521819930976.jpg,2.00
124281158921819930975.jpg,1.83
1235613334218199309710.jpg,B
1235613379218199309718.jpg,C
1235614336218199309736.jpg,C
123561334821819930978.jpg,A
124290441321819930972.jpg,600
1235613379218199309714.jpg,B
1235613317218199309714.jpg,D
1235614800218199309718.jpg,C
1235613379218199309711.jpg,E
123561476821819930978.jpg,B
124281164721819930973.jpg,6.2
123561476821819930974.jpg,C
125452761621819930975.jpg,4
1254527810218199309711.jpg,3.0
124281153421819930972.jpg,27.8
12356132412181993097006.jpg,D
12356132542181993097043.jpg,A
1235613450218199309722.jpg,B
12356140112181993097073.jpg,D
123561330121819930975.jpg,D
1235613460218199309741.jpg,D
123561330121819930972.jpg,B
124290298021819930971.jpg,-20
124290296421819930976.jpg,100
124686256121819930973.jpg,69.4
12356132412181993097002.jpg,A
12356132542181993097043.jpg,A
123561345021819930978.jpg,A
12356132822181993097081.jpg,C
1235613242218199309735.jpg,B
1235613450218199309721.jpg,A
1235613472218199309734.jpg,A
124290296421819930975.jpg,2
124679344321819930972.jpg,2
124290294821819930972.jpg,42.3
12356132422181993097018.jpg,D
12356139972181993097054.jpg,B
123561345021819930977.jpg,D
123561345021819930971.jpg,D
1235612923218199309728.jpg,C
12356132412181993097003.jpg,C
12356139972181993097051.jpg,A
124701448921819930979.jpg,18
124684624321819930975.jpg,0.86
124686255021819930974.jpg,293
12356132412181993097001.jpg,C
1235613450218199309714.jpg,A
123561345021819930976.jpg,B
12356132822181993097089.jpg,A
1235613460218199309741.jpg,D
12356140112181993097080.jpg,B
12356132412181993097002.jpg,A
1246846259218199309710.jpg,0.03
124686255021819930974.jpg,293
124290296421819930972.jpg,2
12356132422181993097020.jpg,D
12356139972181993097049.jpg,B
123561345021819930978.jpg,A
12356140112181993097071.jpg,D
1235613472218199309738.jpg,C
12356132822181993097094.jpg,D
1235613450218199309720.jpg,C
124290298021819930971.jpg,-20
124701453021819930972.jpg,20.7
124684625921819930975.jpg,16.3
123561410921819930973.jpg,C
12356131522181993097127.jpg,C
12356131522181993097124.jpg,B
12356131522181993097122.jpg,A
123561410921819930975.jpg,A
124679350621819930973.jpg,7.2
1242784275218199309711.jpg,1.8
125452743721819930978.jpg,－1
1242803053218199309710.jpg,3.4
124278427521819930974.jpg,1.9
1235614109218199309710.jpg,B
12356131522181993097119.jpg,D
12356131522181993097123.jpg,D
1235614109218199309721.jpg,A
12356131522181993097118.jpg,C
124684621921819930973.jpg,4
1242784275218199309710.jpg,-2.0
124280305421819930978.jpg,3.0
124679350621819930976.jpg,5.2
124281435621819930975.jpg,-0.26
1235614109218199309711.jpg,C
12356131522181993097119.jpg,D
12356131522181993097124.jpg,B
123561410921819930976.jpg,C
12356131522181993097109.jpg,A
124679350621819930971.jpg,0.65
1242815223218199309710.jpg,0.32
125452743721819930979.jpg,2.26
124684930121819930973.jpg,1
124745719821819930976.jpg,1.5
123561410921819930974.jpg,C
12356131522181993097118.jpg,C
12356131522181993097124.jpg,B
12356131522181993097115.jpg,B
12356131522181993097128.jpg,E
124684930221819930975.jpg,－6.71
124281522321819930972.jpg,1.2
124280305321819930971.jpg,6.0
1254527436218199309714.jpg,1.1
124684930121819930971.jpg,2.12
123561410921819930972.jpg,D
12356131522181993097114.jpg,A
12356131522181993097125.jpg,E
12356131522181993097108.jpg,C
1235614109218199309712.jpg,C
124679350621819930974.jpg,2.0
1242784275218199309710.jpg,-2.0
124280305421819930975.jpg,4.0
124684621921819930975.jpg,6.6
125452743721819930973.jpg,1125
1235614109218199309710.jpg,B
12356131522181993097119.jpg,D
12356131522181993097123.jpg,D
1235614109218199309721.jpg,A
12356131522181993097118.jpg,C
124684621921819930973.jpg,4
1242784275218199309710.jpg,-2.0
124745719821819930976.jpg,1.5
124679350621819930976.jpg,5.2
124280305421819930977.jpg,300.0
1235614109218199309710.jpg,B
12356131522181993097119.jpg,D
12356131522181993097123.jpg,D
1235614109218199309721.jpg,A
12356131522181993097118.jpg,C
124684621921819930973.jpg,4
1242784275218199309710.jpg,-2.0
12356131522181993097124.jpg,B
124679350621819930976.jpg,5.2
124745719821819930971.jpg,220.0
1235614109218199309710.jpg,B
12356131522181993097119.jpg,D
12356131522181993097123.jpg,D
1235614109218199309721.jpg,A
12356131522181993097118.jpg,C
124684621921819930973.jpg,4
1242784275218199309710.jpg,-2.0
12356131522181993097124.jpg,B
124679350621819930976.jpg,5.2
124280305421819930975.jpg,4.0
123561303221819930978.jpg,B
123561333421819930974.jpg,D
1235614336218199309732.jpg,A
1235613379218199309712.jpg,B
1235614800218199309717.jpg,B
124281153421819930975.jpg,1.2
124290441321819930973.jpg,24
125452781021819930977.jpg,0.187
123561476821819930975.jpg,D
1235613104218199309720.jpg,C
1235613379218199309713.jpg,C
123561303221819930977.jpg,A
1235613334218199309719.jpg,C
1254527731218199309710.jpg,4.62
125452785821819930971.jpg,1.8
124736285721819930975.jpg,8.49
1235613334218199309719.jpg,C
1235614336218199309742.jpg,D
123561331721819930972.jpg,E
1235612923218199309721.jpg,C
1235613032218199309710.jpg,A
125452785821819930971.jpg,1.8
125452765021819930975.jpg,1.6
125452777521819930979.jpg,0.157
1235613032218199309711.jpg,E
1235614336218199309738.jpg,A
1235613379218199309732.jpg,C
123561476821819930974.jpg,C
1235613334218199309719.jpg,C
125452785821819930971.jpg,1.8
125452753421819930971.jpg,10
1242811534218199309710.jpg,1.6
1235613348218199309786.jpg,B
123561303221819930979.jpg,D
123561334821819930971.jpg,C
12356133962181993097139.jpg,B
123561476821819930975.jpg,D
1242811534218199309710.jpg,1.6
1254527365218199309713.jpg,2
1254527616218199309712.jpg,0.4
1254527775218199309711.jpg,41.7
125452785821819930971.jpg,1.8
125452773121819930976.jpg,0.01
1254527364218199309712.jpg,33
124281153421819930977.jpg,39.
1235614800218199309717.jpg,B
1235613348218199309782.jpg,A
1235613379218199309731.jpg,A
1235613032218199309711.jpg,E
1235613334218199309714.jpg,C
125452785821819930971.jpg,1.8
125452777521819930977.jpg,1.414
125452758421819930972.jpg,4.19
1235613348218199309782.jpg,A
123561333421819930974.jpg,D
1235614336218199309732.jpg,A
1235613379218199309712.jpg,B
1235614800218199309717.jpg,B
124281153421819930975.jpg,1.2
124290441321819930973.jpg,24
125452781021819930977.jpg,0.187
1235613301218199309712.jpg,D
123561333421819930974.jpg,D
1235614336218199309732.jpg,A
1235613379218199309712.jpg,B
1235614800218199309717.jpg,B
124281153421819930975.jpg,1.2
124290441321819930973.jpg,24
125452781021819930977.jpg,0.187
1235614800218199309716.jpg,B
1235614336218199309738.jpg,A
